feature_set,model,model_type,horizon,sl,tp,threshold,trades,win_rate,pnl_pct,max_dd,profit_factor,trades_per_week,sharpe,final_balance
all,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.6,1234,0.333,-66.78,66.86,0.5,27.6,-10.75,3322.07
all,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.65,1162,0.335,-65.56,65.63,0.5,26.0,-10.73,3443.57
all,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.7,1056,0.344,-61.94,62.01,0.51,23.7,-10.08,3806.29
all,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.55,1134,0.362,-59.49,59.54,0.56,25.4,-8.1,4051.03
all,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.6,1052,0.358,-57.75,57.96,0.55,23.6,-7.98,4224.77
all,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.65,984,0.362,-56.13,56.27,0.55,22.0,-7.88,4387.06
all,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.7,879,0.381,-50.99,51.35,0.57,19.7,-7.18,4901.48
all,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.55,1064,0.378,-55.94,55.99,0.58,23.8,-7.11,4405.92
all,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.6,985,0.373,-54.68,55.21,0.57,22.1,-7.02,4532.28
all,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.65,917,0.377,-53.25,53.55,0.57,20.5,-6.86,4674.7
all,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.7,824,0.392,-50.94,51.26,0.56,18.5,-6.8,4906.12
all,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.55,1328,0.358,-64.73,64.73,0.57,29.7,-9.29,3527.12
all,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.6,1244,0.356,-62.16,62.16,0.58,27.9,-8.97,3784.01
all,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.65,1164,0.355,-60.82,60.82,0.57,26.1,-8.81,3918.01
all,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.7,1074,0.35,-58.74,58.74,0.58,24.1,-8.47,4125.95
all,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.55,1081,0.389,-54.69,54.96,0.61,24.2,-6.91,4531.01
all,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.6,1015,0.385,-52.16,52.51,0.61,22.7,-6.65,4784.41
all,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.65,943,0.394,-48.96,49.3,0.63,21.1,-6.15,5103.81
all,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.7,861,0.393,-46.96,47.03,0.63,19.3,-5.99,5304.3
all,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.55,1014,0.409,-52.68,52.99,0.61,22.7,-6.32,4731.89
all,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.6,944,0.406,-49.7,50.28,0.62,21.1,-6.01,5029.85
all,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.65,875,0.411,-45.66,46.2,0.64,19.6,-5.43,5433.91
all,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.7,796,0.41,-42.95,43.95,0.64,17.8,-5.14,5705.34
all,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.55,1260,0.36,-63.65,65.24,0.6,28.2,-8.63,3635.06
all,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.6,1182,0.357,-62.4,64.25,0.59,26.5,-8.69,3760.15
all,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.65,1108,0.357,-60.12,62.48,0.59,24.8,-8.33,3987.82
all,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.7,1019,0.358,-55.86,57.6,0.61,22.8,-7.7,4413.85
all,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.55,958,0.405,-54.3,56.35,0.63,21.5,-6.37,4569.79
all,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.6,900,0.401,-54.18,56.61,0.61,20.2,-6.65,4582.04
all,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.65,846,0.402,-52.79,55.52,0.61,19.0,-6.4,4721.3
all,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.7,777,0.402,-47.91,51.11,0.63,17.4,-5.87,5209.18
all,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.55,875,0.424,-50.16,53.21,0.64,19.6,-5.56,4984.14
all,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.6,813,0.422,-49.87,52.71,0.63,18.2,-5.7,5012.81
all,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.65,758,0.42,-47.24,50.48,0.64,17.0,-5.3,5275.78
all,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.7,694,0.421,-40.09,45.09,0.67,15.5,-4.48,5990.79
all,rf_light,rf,6,0.01,0.02,0.55,1798,0.351,-78.33,78.33,0.5,40.3,-12.54,2166.85
all,rf_light,rf,6,0.01,0.02,0.6,1303,0.355,-66.36,66.73,0.53,29.2,-10.3,3364.04
all,rf_light,rf,6,0.01,0.02,0.65,873,0.373,-47.15,49.72,0.61,19.6,-6.9,5285.04
all,rf_light,rf,6,0.01,0.02,0.7,528,0.364,-35.54,37.61,0.61,11.8,-5.72,6445.8
all,rf_light,rf,6,0.015,0.03,0.55,1530,0.376,-71.89,71.96,0.53,34.3,-10.26,2811.47
all,rf_light,rf,6,0.015,0.03,0.6,1065,0.377,-57.01,57.42,0.57,23.9,-7.93,4299.47
all,rf_light,rf,6,0.015,0.03,0.65,708,0.405,-38.14,40.81,0.66,15.9,-4.98,6186.3
all,rf_light,rf,6,0.015,0.03,0.7,396,0.414,-26.53,29.65,0.66,8.9,-3.82,7347.45
all,rf_light,rf,6,0.02,0.04,0.55,1440,0.385,-68.85,69.13,0.54,32.3,-9.19,3115.32
all,rf_light,rf,6,0.02,0.04,0.6,991,0.4,-53.21,53.78,0.59,22.2,-6.89,4679.25
all,rf_light,rf,6,0.02,0.04,0.65,650,0.429,-35.52,39.98,0.67,14.6,-4.39,6448.35
all,rf_light,rf,6,0.02,0.04,0.7,360,0.442,-24.24,28.86,0.68,8.1,-3.23,7576.0
all,rf_light,rf,8,0.01,0.02,0.55,1845,0.346,-78.51,78.51,0.55,41.3,-11.19,2149.15
all,rf_light,rf,8,0.01,0.02,0.6,1377,0.341,-69.07,69.21,0.56,30.8,-9.76,3092.54
all,rf_light,rf,8,0.01,0.02,0.65,919,0.354,-52.36,53.68,0.6,20.6,-7.57,4763.6
all,rf_light,rf,8,0.01,0.02,0.7,510,0.335,-35.54,37.59,0.61,11.4,-5.52,6445.56
all,rf_light,rf,8,0.015,0.03,0.55,1484,0.377,-70.67,70.95,0.57,33.2,-9.05,2932.68
all,rf_light,rf,8,0.015,0.03,0.6,1068,0.383,-57.05,58.28,0.61,23.9,-7.1,4294.66
all,rf_light,rf,8,0.015,0.03,0.65,691,0.399,-40.29,42.86,0.64,15.5,-5.26,5970.97
all,rf_light,rf,8,0.015,0.03,0.7,365,0.4,-25.5,27.35,0.66,8.2,-3.65,7449.95
all,rf_light,rf,8,0.02,0.04,0.55,1392,0.389,-68.72,69.14,0.57,31.2,-8.23,3128.26
all,rf_light,rf,8,0.02,0.04,0.6,991,0.392,-56.17,57.33,0.6,22.2,-6.61,4383.43
all,rf_light,rf,8,0.02,0.04,0.65,636,0.417,-40.44,43.85,0.63,14.2,-5.01,5955.54
all,rf_light,rf,8,0.02,0.04,0.7,325,0.443,-24.16,27.51,0.67,7.3,-3.22,7583.52
all,rf_light,rf,12,0.01,0.02,0.55,1736,0.353,-76.18,76.5,0.59,38.9,-9.97,2381.84
all,rf_light,rf,12,0.01,0.02,0.6,1325,0.35,-67.98,68.42,0.58,29.7,-9.28,3201.71
all,rf_light,rf,12,0.01,0.02,0.65,894,0.353,-50.27,52.29,0.63,20.0,-6.86,4973.36
all,rf_light,rf,12,0.01,0.02,0.7,497,0.342,-33.52,36.88,0.63,11.1,-5.21,6648.12
all,rf_light,rf,12,0.015,0.03,0.55,1285,0.39,-65.41,66.52,0.62,28.8,-7.49,3459.38
all,rf_light,rf,12,0.015,0.03,0.6,959,0.396,-54.63,55.43,0.63,21.5,-6.42,4536.79
all,rf_light,rf,12,0.015,0.03,0.65,625,0.416,-36.86,40.03,0.68,14.0,-4.52,6313.71
all,rf_light,rf,12,0.015,0.03,0.7,337,0.401,-24.76,30.21,0.67,7.5,-3.45,7524.34
all,rf_light,rf,12,0.02,0.04,0.55,1152,0.398,-61.49,62.93,0.62,25.8,-6.72,3850.98
all,rf_light,rf,12,0.02,0.04,0.6,856,0.401,-49.96,52.05,0.64,19.2,-5.53,5003.83
all,rf_light,rf,12,0.02,0.04,0.65,550,0.431,-33.88,38.02,0.69,12.3,-3.76,6612.12
all,rf_light,rf,12,0.02,0.04,0.7,292,0.414,-24.64,30.55,0.66,6.5,-3.24,7535.57
all,rf_std,rf,6,0.01,0.02,0.55,872,0.372,-49.53,51.97,0.59,19.5,-7.44,5047.29
all,rf_std,rf,6,0.01,0.02,0.6,597,0.357,-39.98,41.3,0.58,13.4,-6.5,6002.36
all,rf_std,rf,6,0.01,0.02,0.65,369,0.336,-30.91,31.97,0.56,8.3,-5.66,6909.14
all,rf_std,rf,6,0.01,0.02,0.7,260,0.3,-26.07,27.95,0.51,5.8,-5.57,7393.49
all,rf_std,rf,6,0.015,0.03,0.55,710,0.408,-37.09,40.32,0.66,15.9,-4.83,6290.76
all,rf_std,rf,6,0.015,0.03,0.6,472,0.403,-30.84,32.53,0.64,10.6,-4.4,6915.83
all,rf_std,rf,6,0.015,0.03,0.65,279,0.387,-22.6,24.92,0.63,6.2,-3.6,7739.73
all,rf_std,rf,6,0.015,0.03,0.7,189,0.354,-18.27,20.93,0.6,4.2,-3.37,8172.59
all,rf_std,rf,6,0.02,0.04,0.55,652,0.436,-33.51,38.45,0.68,14.6,-4.11,6649.2
all,rf_std,rf,6,0.02,0.04,0.6,430,0.428,-30.49,32.94,0.64,9.6,-4.05,6951.26
all,rf_std,rf,6,0.02,0.04,0.65,249,0.41,-22.94,25.6,0.62,5.6,-3.39,7705.63
all,rf_std,rf,6,0.02,0.04,0.7,161,0.391,-17.53,20.99,0.59,3.6,-3.01,8246.77
all,rf_std,rf,8,0.01,0.02,0.55,983,0.353,-53.53,54.2,0.62,22.0,-7.24,4646.61
all,rf_std,rf,8,0.01,0.02,0.6,657,0.353,-38.6,41.12,0.65,14.7,-5.48,6139.61
all,rf_std,rf,8,0.01,0.02,0.65,426,0.329,-31.5,33.26,0.61,9.5,-5.09,6850.34
all,rf_std,rf,8,0.01,0.02,0.7,292,0.308,-24.07,25.44,0.6,6.5,-4.46,7593.48
all,rf_std,rf,8,0.015,0.03,0.55,749,0.401,-41.4,43.29,0.66,16.8,-5.1,5859.83
all,rf_std,rf,8,0.015,0.03,0.6,495,0.416,-28.57,31.56,0.7,11.1,-3.64,7142.96
all,rf_std,rf,8,0.015,0.03,0.65,304,0.391,-22.71,25.16,0.66,6.8,-3.38,7728.94
all,rf_std,rf,8,0.015,0.03,0.7,198,0.369,-15.78,18.62,0.68,4.4,-2.62,8422.22
all,rf_std,rf,8,0.02,0.04,0.55,692,0.416,-41.49,42.95,0.65,15.5,-4.85,5851.05
all,rf_std,rf,8,0.02,0.04,0.6,449,0.448,-26.64,32.51,0.71,10.1,-3.1,7336.1
all,rf_std,rf,8,0.02,0.04,0.65,265,0.4,-22.7,26.19,0.64,5.9,-3.19,7729.74
all,rf_std,rf,8,0.02,0.04,0.7,174,0.385,-16.63,18.97,0.66,3.9,-2.53,8336.88
all,rf_std,rf,12,0.01,0.02,0.55,1126,0.358,-56.99,58.4,0.63,25.2,-7.44,4300.7
all,rf_std,rf,12,0.01,0.02,0.6,775,0.365,-43.13,45.66,0.65,17.4,-5.91,5686.72
all,rf_std,rf,12,0.01,0.02,0.65,499,0.351,-31.63,35.03,0.66,11.2,-4.79,6837.14
all,rf_std,rf,12,0.01,0.02,0.7,296,0.331,-23.69,25.2,0.62,6.6,-4.33,7631.45
all,rf_std,rf,12,0.015,0.03,0.55,819,0.42,-43.51,45.21,0.68,18.3,-4.97,5649.08
all,rf_std,rf,12,0.015,0.03,0.6,568,0.433,-30.82,33.89,0.72,12.7,-3.67,6917.75
all,rf_std,rf,12,0.015,0.03,0.65,345,0.42,-19.06,25.58,0.74,7.7,-2.59,8094.06
all,rf_std,rf,12,0.015,0.03,0.7,197,0.396,-15.5,18.09,0.69,4.4,-2.56,8450.04
all,rf_std,rf,12,0.02,0.04,0.55,730,0.432,-41.89,43.97,0.68,16.4,-4.5,5811.32
all,rf_std,rf,12,0.02,0.04,0.6,498,0.442,-27.48,34.13,0.73,11.2,-3.07,7252.12
all,rf_std,rf,12,0.02,0.04,0.65,307,0.436,-21.16,28.34,0.71,6.9,-2.74,7884.12
all,rf_std,rf,12,0.02,0.04,0.7,168,0.429,-13.72,17.01,0.71,3.8,-2.05,8627.59
all,rf_deep,rf,6,0.01,0.02,0.55,399,0.341,-31.55,33.02,0.57,8.9,-5.66,6844.72
all,rf_deep,rf,6,0.01,0.02,0.6,289,0.318,-25.19,26.9,0.56,6.5,-5.03,7480.52
all,rf_deep,rf,6,0.01,0.02,0.65,215,0.312,-22.52,24.41,0.5,4.8,-5.15,7748.43
all,rf_deep,rf,6,0.01,0.02,0.7,142,0.303,-15.06,16.43,0.53,3.2,-3.96,8493.6
all,rf_deep,rf,6,0.015,0.03,0.55,306,0.379,-25.71,28.25,0.61,6.9,-4.08,7428.93
all,rf_deep,rf,6,0.015,0.03,0.6,212,0.368,-17.64,20.18,0.64,4.7,-3.07,8236.4
all,rf_deep,rf,6,0.015,0.03,0.65,154,0.37,-14.32,17.0,0.63,3.4,-2.78,8567.8
all,rf_deep,rf,6,0.015,0.03,0.7,104,0.394,-8.16,11.26,0.69,2.3,-1.83,9184.32
all,rf_deep,rf,6,0.02,0.04,0.55,275,0.415,-25.03,28.25,0.6,6.2,-3.74,7497.23
all,rf_deep,rf,6,0.02,0.04,0.6,185,0.405,-15.8,19.41,0.66,4.1,-2.53,8420.16
all,rf_deep,rf,6,0.02,0.04,0.65,131,0.427,-12.64,16.07,0.64,2.9,-2.31,8736.17
all,rf_deep,rf,6,0.02,0.04,0.7,92,0.446,-7.4,11.05,0.71,2.1,-1.48,9259.78
all,rf_deep,rf,8,0.01,0.02,0.55,458,0.332,-33.08,34.97,0.61,10.3,-5.29,6692.04
all,rf_deep,rf,8,0.01,0.02,0.6,320,0.294,-30.34,30.48,0.53,7.2,-5.89,6966.35
all,rf_deep,rf,8,0.01,0.02,0.65,226,0.283,-23.52,23.93,0.51,5.1,-5.21,7648.16
all,rf_deep,rf,8,0.01,0.02,0.7,150,0.3,-14.36,16.08,0.57,3.4,-3.57,8564.43
all,rf_deep,rf,8,0.015,0.03,0.55,332,0.395,-22.23,24.99,0.68,7.4,-3.23,7776.74
all,rf_deep,rf,8,0.015,0.03,0.6,222,0.351,-21.22,22.66,0.6,5.0,-3.58,7878.4
all,rf_deep,rf,8,0.015,0.03,0.65,156,0.327,-18.01,19.39,0.57,3.5,-3.44,8198.95
all,rf_deep,rf,8,0.015,0.03,0.7,96,0.354,-9.89,12.7,0.62,2.2,-2.26,9011.1
all,rf_deep,rf,8,0.02,0.04,0.55,295,0.434,-24.42,27.65,0.65,6.6,-3.35,7557.79
all,rf_deep,rf,8,0.02,0.04,0.6,199,0.372,-21.62,23.22,0.59,4.5,-3.33,7837.82
all,rf_deep,rf,8,0.02,0.04,0.65,135,0.348,-17.23,18.58,0.57,3.0,-3.02,8277.01
all,rf_deep,rf,8,0.02,0.04,0.7,82,0.402,-7.52,11.02,0.69,1.8,-1.52,9248.48
all,rf_deep,rf,12,0.01,0.02,0.55,617,0.345,-38.77,41.87,0.63,13.8,-5.79,6123.13
all,rf_deep,rf,12,0.01,0.02,0.6,418,0.337,-30.63,32.48,0.62,9.4,-4.97,6937.22
all,rf_deep,rf,12,0.01,0.02,0.65,279,0.315,-25.4,28.33,0.58,6.2,-4.76,7460.46
all,rf_deep,rf,12,0.01,0.02,0.7,188,0.335,-14.16,17.47,0.66,4.2,-2.95,8583.77
all,rf_deep,rf,12,0.015,0.03,0.55,444,0.405,-27.78,33.1,0.69,9.9,-3.63,7221.64
all,rf_deep,rf,12,0.015,0.03,0.6,288,0.406,-21.01,24.28,0.68,6.5,-3.04,7898.62
all,rf_deep,rf,12,0.015,0.03,0.65,182,0.39,-17.19,21.11,0.65,4.1,-2.92,8280.6
all,rf_deep,rf,12,0.015,0.03,0.7,121,0.438,-6.86,11.68,0.79,2.7,-1.29,9313.99
all,rf_deep,rf,12,0.02,0.04,0.55,395,0.428,-25.41,32.19,0.71,8.8,-3.02,7459.04
all,rf_deep,rf,12,0.02,0.04,0.6,254,0.437,-19.48,23.54,0.7,5.7,-2.59,8051.63
all,rf_deep,rf,12,0.02,0.04,0.65,150,0.413,-13.97,17.62,0.7,3.4,-2.12,8603.21
all,rf_deep,rf,12,0.02,0.04,0.7,100,0.47,-3.67,9.48,0.88,2.2,-0.6,9632.72
